authors,title,series,genres,availability,publication_date,editor,pages,isbn,summary,cover_path
"Vries, Herman de",Herman De Vries,,Art,,03/11/2000,Editions Anthèse,96,9782912257161,,/MyLibrary/Images/Books/243.png
"Wayland Barber, Elizabeth","Women's Work: The First 20,000 Years",,Essai,,23/08/2024,WW Norton & Co,384,9781324076025,"New discoveries about the textile arts reveal women's unexpectedly influential role in ancient societies.

Twenty thousand years ago, women were making and wearing the first clothing created from spun fibers. In fact, right up to the Industrial Revolution the fiber arts were an enormous economic force, belonging primarily to women.

Despite the great toil required in making cloth and clothing, most books on ancient history and economics have no information on them. Much of this gap results from the extreme perishability of what women produced, but it seems clear that until now descriptions of prehistoric and early historic cultures have omitted virtually half the picture.

Elizabeth Wayland Barber has drawn from data gathered by the most sophisticated new archaeological methods―methods she herself helped to fashion. In a ""brilliantly original book"" (Katha Pollitt, Washington Post Book World), she argues that women were a powerful economic force in the ancient world, with their own industry: fabric.",/MyLibrary/Images/Books/54.png
"Webb, Catherine",La Guerre des rêves,Laenan Kite (tome 1),Fantasy,,2002,Gallimard Jeunesse,365,9782070549450,"Loin, très loin au-delà de la Terre, existe un monde créé par votre esprit endormi. Deux royaumes puissants et anciens s’y affrontent, le lumineux Haven, un paradis né des plus beaux rêves, et Nightkeep, domaine des ténèbres et des cauchemars. Lorsque Nightkeep menace de s’emparer du monde des rêves, l’équilibre de nos deux univers est menacé. Le mage Laenan Kite, qui n’en est pas à son premier exploit, va utiliser tous ses pouvoirs pour éviter que Serein, le maléfique souverain de Nightkeep, ne gagne ce combat décisif. Le sort des rêveurs sur Terre en dépend…",/MyLibrary/Images/Books/1.png
"Webb, Catherine",Mirror Wakes,Laenan Kite (tome 2),Fantasy,,02/01/2003,Atom,321,9781904233091,"Deadly spells are igniting across Haven and the queen of Dreams is in mortal danger. The court is pointing accusing fingers at squeaky clean Lord Rylam. But that's Haven's court for you - they start in on intrigue and lies well before breakfast.
Or so Rylam would say. After all, how could a young noble with pots of loot but no crown possibly benefit from a suddenly vacant throne?
Hmmm...

One thing's clear - Haven needs Laenan Kite.
He's the most powerful magician in all of Dreams. He's the bane of
Nightkeep and the protector of Earth's sleeping souls. And he's ... on holiday.
Queen Lisana wants him found and on the case fast, because if Rylam isn't the enemy, then the Realm of Dreams is in some really serious trouble...",/MyLibrary/Images/Books/200.png
"Werber, Bernard","Nous, les Dieux - L'Ile des sortilèges",Le Cycle des Dieux (tome 1),Roman,,2004,Le Livre de Poche,480,9782253117285,"Quelque part, loin, très loin, se trouve une ile que ses habitants appellent Aeden. Là, perchée sur un haut plateau, une ville : Olympie. Dans son cœur, une étrange institution, l'école des Dieux, et ses professeurs: les douze dieux de la mythologie grecque, chargés d'enseigner I'art de gérer les foules d'humains pour leur donner l'envie de survivre, de bâtir des cités, de faire la guerre, d'inventer des religions ou d'élever le niveau de
leur conscience.
La nouvelle promotion ? Cent quarante-quatre élèves dieux qui vont devoir s'affronter à travers leurs peuples, leurs prophètes, chacun avec son style de divinité.
Mais la vie sur Aeden n'est pas le paradis. Un élève essaie de tuer ses congénères, un autre est tombé fou amoureux du plus séduisant des professeurs, Aphrodite, déesse de l'amour, et tous se demandent quelle est cette lumière là-haut sur la montagne qui semble les surveiller...

Après Les Thanatonautes et L'Empire des anges, Bernard Werber nous entraîne encore plus loin dans la découverte des spiritualités et des mythologies. A la fin de cette extraordinaire saga où se mêlent aventure, suspense et humour, vous vous poserez, vous aussi, la question : ""Et vous, si vous étiez Dieu, vous feriez quoi ?""",/MyLibrary/Images/Books/201.png
"Wharton, Edith",La Récompense d'une mère,,Roman,,21/04/2021,Flammarion,256,9782080244369,"À Nice, au début du XXe siècle, Kate Clephane lutte pour sa
survie sociale. Issue de la haute société new-yorkaise, elle vit aujourd'hui parmi les parias: tous ceux qui, comme elle, ont failli aux yeux du beau monde. Alors qu'elle était une jeune mariée et une jeune mère, Katea eu une aventure avec un artiste et, rejetée par tous, a fui New York pour la France. Mais, presque vingt ans après son départ, sa
fille Anne lui écrit: le mari de Kate est décédé et la fille veut retrouver sa mère. De retour en Amérique, Kate se construit avec Anne un foyer idyllique, que seul un homme pourrait venir troubler...
Dans ce roman de 1925, Edith Wharton revient sur un thème qui lui est cher: la tension entre les désirs d'un individu et le poids des conventions sociales. Comme dans Le Temps de l'innocence et Ethan Frome, elle dépeint des personnages en combat permanent pour trouver une place dans un monde qui devrait être le leur. La Récompense d'une mère est I'une de ces tragédies dorées.

Traduction de Louis Gillet
Préface, chronologie et bibliographie de Viviane Forrester",/MyLibrary/Images/Books/47.png
"Wilde, Oscar",Le fantôme de Canterville et autres contes,,"Fantastique, Roman",,01/12/1988,Le Livre de Poche,180,9782253048084,"Oscar Wilde bouscule les fantômes, rend comiques les assassinats. Son hunour rose ou zinzolin colore le genre noir. Dans une ambiance très chic, situations surprenantes et traits d'esprit se multiplient. Wilde enjôle l'Ange du Bizarre de Poe. Irrévérencieux à l'égard de la terreur et du mystère, il crée un fantastique fantasque avec l'élégance pince sans-rire d'un dandy qui aurait pourtant de la tendresse à revendre.",/MyLibrary/Images/Books/203.png
"Wilde, Oscar",Le Portrait de Dorian Gray,,"Roman, Classiques, Fantastique",,26/12/2012,Le Livre de Poche,279,9782253002888,"« Au centre de la pièce, fixé à un chevalet droit, se dressait le portrait en pied d'un jeune homme d'une extraordinaire beauté physique, devant lequel, à peu de distance, se tenait assis le peintre lui-même, Basil Hallward, celui dont, il ya quelques années, la disparition soudaine a, sur le moment, tant ému le public et donné lieu à d'étranges conjectures. »
Or Dorian Gray, jeune dandy séducteur, a fait ce voœu insensé : garder toujours l'éclat de sa beauté, tandis que le visage peint sur la toile assumerait le fardeau de ses passions et de ses péchés. Et, de fait, seul vieillit le portrait où se peint l'âme noire de Dorian.
Ce livre nous conduit dans un Londres lugubre, noyé dans le brouillard et les vapeurs d'opium, mais nous ouvre également la comédie de salon des beaux quartiers.

Lorsqu'il parut en 1890, il fut considéré comme immoral. Mais sa singularité, bien plutôt, est d'être un roman réaliste, tout ensemble, et un roman d'esthète – fascinants, I'un et l'autre, d'une étrangeté qui touche au fantastique.",/MyLibrary/Images/Books/202.png
"Winckler, Martin",Le Chœur des femmes,,Roman,,09/03/2017,Folio,688,9782072722677,"Je m'appelle Jean Atwood. Je suis interne des hôpitaux et major de ma promo. Je me destine à la chirurgie gynécologique. Je vise un poste de chef de clinique dans le meilleur service de France. Mais on m'oblige, au préalable, à passer six mois dans une minuscule unité de «Médecine de La Femme», dirigée par un barbu mal dégrossi qui n'est même pas gynécologue, mais généraliste!
S'il s'imagine que je vais passer six mois à son service, il se trompe lourdement. Quest-ce qu'il croit ? Qu'il va m'enseigner mon métier ? Jai reçu une formation hors pair, je sais tout ce que doit savoir un gynécologue chirurgien pour opérer, réparer et reconstruire le corps féminin.
Alors, je ne peux pas – et je ne veux pas - perdre mon temps à écouter des bonnes femmes épancher leur coeur et raconter leur vie. Je ne vois vraiment pas ce quelles pourraient mapprendre.",/MyLibrary/Images/Books/204.png
"Wingrove, Maureen; Diglee",Ressac,,"Autobiographie, Roman",,17/05/2024,La Ville Brûle,154,9782360121434,"Ode à la solitude et à la lenteur, Ressac est le récit d'une fuite.
Une fuite géographique d'abord, depuis mon petit appartement lyonnais vers les murs centenaires d'une abbaye bretonne pour une retraite de cinq jours, seule face à la mer. Un départ vers le minéral, les embruns, les nuées d'or et de rose.
Une fuite affective ensuite, puisque ce texte a été écrit après l'accident de voiture qui brisa le corps d'un être cher, clôturant dans le sang deux années d'angoisse passées à le voir progressivement défiguré par sa bipolarité.
Cinq jours d'errance iodée, de contemplation béate et de rencontres féminines magiques qui m'ont raccrochée au réel, au silence et à la beauté, me rappelant leur importance fondamentale.

MAUREEN WINGROVE, alias DIGLEE, est une illustratrice, autrice de bande dessinée et romancière française. Féministe, passionnée de poésie et de littérature, Ressac est sa première incursion en litérature générale.",/MyLibrary/Images/Books/97.png
Wizards of the Coast,Le Chaudron des Merveilles de Tasha,,JDR,,,Dungeons & Dragons,,,,/MyLibrary/Images/Books/287.png
Wizards of the Coast,Le Guide Complet de Xanathar,,JDR,,22/02/2022,Dungeons & Dragons,145,9780786967827,,/MyLibrary/Images/Books/288.png
Wizards of the Coast,Guide du Maître - Dungeons & Dragons (VF),,JDR,,26/10/2021,Dungeons & Dragons,700,9780786967698,,/MyLibrary/Images/Books/285.png
Wizards of the Coast,Manuel des Joueurs - Dungeons & Dragons (VF),,JDR,,26/10/2021,Dungeons & Dragons,700,9780786967698,,/MyLibrary/Images/Books/284.png
Wizards of the Coast,Manuel des Monstres - Dungeons & Dragons (VF),,JDR,,26/10/2021,Dungeons & Dragons,700,9780786967698,,/MyLibrary/Images/Books/286.png
"Wohlleben, Peter",La vie secrète des arbres,,Nature,,23/02/2017,Éditions MultiMondes,209,9782897730192,"Il y a un Wood Wide Web comme il y a un World Wide Web! Par leurs racines, mais aussi par leurs feuilles et par le pollen qu’ils émettent, bouleaux, épinettes, sapins, érables, pins ou trembles communiquent entre eux. C’est du moins l’une des étonnantes constatations du garde forestier Peter Wohlleben, dont le livre sensible et plein d’intuition nous révèle un monde bien caché. Étant donné que l’évolution nous a très tôt coupés du monde végétal, il nous est aujourd’hui plus difficile de comprendre les plantes que les animaux. L’auteur nous invite à renouer avec nos forêts anciennes où pullule une vie très mal connue. Il nous apprend que les arbres possèdent un sens du goût, s’entraident, respirent, réussissent à vivre des centaines, voire des milliers d’années... La vie secrète des arbres change notre façon de voir les forêts. «On ne peut plus les abattre sans réfléchir et ravager leur environnement en lançant des bulldozers à l’assaut des sous-bois», soutient Peter Wohlleben.",/MyLibrary/Images/Books/241.png
"Wooding, Chris; Loubat-Delranc, Philippe",Qui veut tuer Alaizabel Cray ?,,"Fantastique, Jeunesse",,15/09/2003,Folio Junior,400,9782070535972,"Dans un Londres dévasté par
les bombes, d'effroyables créatures spectrales sèment la terreur. Thaniel, jeune chasseur professionnel, a déjà tué nombre de ces monstres. Un soir, il fait une étrange rencontre: une jeune fille du nom d'Alaizabel Cray. Ellen'a aucun souvenir de son passé. Thaniel s'attache à elle et veut en savoir plus. C'est alors qu'il découvre une terrible menace : un complot destiné à faire émerger les forces du mal...",/MyLibrary/Images/Books/205.png
"Wright, Richard",Black boy,,Autobiographie,,1962,Harper & Row,437,0060830565,"""The white South said that it knew 'niggers,' and I was what the white South called 'nigger'.
Well, the white South had never known me - never known what I thought, what I felt.""

In this once sensational, now classic autobiography, Richard Wright tells us with unforgettable fury and eloquence exactly what he thought and felt as a ""black boy"". in the Jim Crow South. Wright grew up with poverty, hunger, fear, and hatred. He lied, stole, and lashed out at those around him ; he killed and tortured animals ; at six he was a drunkard, hanging about the taverns.
Surly, brutal, cold, suspicious, and self-pitying, he was surrounded on the one side by whites who were either indifferent to him, or pitying, or cruel; and on the other by Negroes who resented anyone trying to rise above the common lot. Wright's powerful account is at once an indictment, an unashamed confession, a poignant and disturbing record.

""If his early years were thus doubly cruel, his experience has given his book an extra dimension, and he has observed his family and his race with the same unsparing vision that he has turned upon the white man and the world he has made.""
-The New Republic",/MyLibrary/Images/Books/206.png
"Wynne Jones, Diana",Le Château de Hurle,,Fantasy,,19/09/2002,Le Pré aux Clercs,340,9782842281540,"Sophie vit dans le royaume d'Ingary, un univers où la magie fait partie du quotidien.
À la mort de son père, la jeune fille reprend la boutique familiale et se voit déjà condamnée à mener une existence insipide, lorsque l'étrange château du magicien Hurle apparaît dans le paysage, changeant de place chaque nuit. Maudite par une sorcière et transformée en vieille femme, Sophie pénètre dans le château, on elle découvre l'étrange séduction de Hurle, apprivoise un démon du feu et provoque catastrophe sur catastrophe en voulant s'initier à la magie. Mais la sorcière n'en a pas fini avec elle...""",/MyLibrary/Images/Books/207.png
"Wynne Jones, Diana",Howl's Moving Castle,Howl's Castle (tome 1),Fantasy,,22/04/2008,Greenwillow Books,308,9780061478789,"Sophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl - and herself - than first meets the eye.",/MyLibrary/Images/Books/45.png
"Yeats, W.B.",La rose et autres poèmes : Edition bilingue français-anglais,,Poésie,,2008,Points,305,9782757810156,,/MyLibrary/Images/Books/29.png
"Zola, Émile",L'assommoir,,Roman,,1948,Fasquelle,582,UGA:32108003341404,,/MyLibrary/Images/Books/208.png
"Zola, Émile",Nana,,Roman,,27/04/2021,La Boétie,518,9782322232369,"Nana est un roman d'Émile Zola publié par Georges Charpentier en février 1880, le neuvième de la série Les Rougon-Macquart, traitant du thème de la prostitution féminine à travers le parcours d'une lorette puis cocotte dont les charmes ont affolé les plus hauts dignitaires du Second Empire. Le récit, présenté comme la suite de L'Assommoir, est d'abord publié sous forme de feuilleton dans Le Voltaire du 16 octobre 1879 au 5 février 1880, puis en volume chez Charpentier, le 14 février 18801. L'histoire commence en 1867, peu avant la deuxième exposition universelle2, et dépeint deux catégories sociales symboliques, celle des courtisanes et celle des noceurs. Zola, chef de file du mouvement naturaliste, prétend montrer la société telle qu'elle était mais choisit aussi ce sujet scandaleux car il fait vendre, 55 000 exemplaires du texte de Charpentier étant achetés dès le premier jour de sa publication3. Le personnage de Nana a surtout été inspiré à Zola par Blanche D'Antigny et par Berthe son premier amour, mais le romancier y a aussi mis des éléments de Valtesse de La Bigne, Delphine de Lizy4, Anna Deslions, Hortense Schneider et Cora Pearl dont il a étudié la vie5. Zola fait coïncider la mort de Nana avec le début de la guerre franco-allemande de 1870 qui marquera la fin du Second Empire, chute qu'il ne pouvait prévoir au moment de la rédaction de ses fiches préparatoires en 18686.",/MyLibrary/Images/Books/209.png
"Zweig, Stefan",Vingt-quatre heures de la vie d'une femme,,Roman,,2005,Le Livre de Poche,128,9782253060222,"Scandale dans une pension de famille ""comme il faut"", sur la Côte d'Azur du début du siècle : Mme Henriette, la femme d'un des clients, s'est enfuie avec un jeune homme qui pourtant n'avait passé là qu'une jounée...
Seul le narrateur tente de comprendre cette «créature sans
moralité », avec l'aide inattendue d'une vieille dame anglaise très distinguée, qui lui expliquera quels feux mal éteints cette aventure a ranimés chez la fugitive.
Ce récit d'une passion foudroyante, bref et aigu comme les affectionnait l'auteur d'Amok et du Joueur d'échecs, est une de ses plus incontestables réussites.",/MyLibrary/Images/Books/210.png
"Astier, Alexandre; Dupré, Steven",Kaamelott - L'Armée Du Nécromant,Kaamelott (tome 1),BD,,03/06/2013,Casterman,50,9782203370159,,/MyLibrary/Images/Comics/54.png
"Bagieu, Pénélope",Culottées. Des femmes qui ne font que ce qu'elles veulent (Tome 1),Culottées (tome 1),"BD, Biographie, Historique",,22/09/2016,Gallimard BD,146,9782075067096,"Margaret, actrice ""terrifiante"", spécialisée à Hollywood dans les rôles de méchante ; Agnodice, gynécologue de l’Antiquité grecque qui dut se déguiser en homme pour exercer ; Lozen, femme apache, guerrière et chamane ; Annette, sirène australienne qui inventa le maillot de bain féminin... Pénélope Bagieu brosse avec humour et finesse quinze portraits de femmes, combattantes hors normes, qui ont bravé la pression sociale de leur époque pour mener la vie de leur choix.",/MyLibrary/Images/Comics/27.png
"Bagieu, Pénélope",Culottées: Des femmes qui ne font que ce qu'elles veulent (2),Culottées (tome 2),"BD, Biographie, Historique",,26/01/2017,Gallimard Jeunesse,168,9782075079846,"Rappeuse afghane ou astronaute,
reine des bandits ou volcanologue, inventrice ou journaliste d'investigation, les Culottées ne renoncent jamais.

Quinze nouveaux portraits de femmes qui ont bravé tous les obstacles pour mener la vie de leur choix.",/MyLibrary/Images/Comics/26.png
"Bagieu, Pénélope; Dahl, Roald; Bagieu,Pénélope",Sacrées sorcières,,BD,,29/01/2020,Éditions Gallimard BD,312,9782075126939,"Les enfants sont répugnants!
Ils puent! Ils empestent!
Ils sentent le caca de chien!
Rien que d'y penser
j'ai envie de vomir!
Il faut les écrabouiller!
Les pulvériser!
Écoutez le plan que j'ai élaboré
pour nettoyer l'Angleterre
de toute cette vermine...

Pénélope Bagieu, I'autrice de Culottées, adapte en bande dessinée le conte merveilleusement noir
de Roald Dahl.",/MyLibrary/Images/Comics/25.png
"Bagieu, Pénélope",Les Strates,,"BD, Biographie, Autobiographie",,10/11/2021,Éditions Gallimard BD,147,9782075162999,"L'autrice de Culottées, Eisner Award 2019, Iivre ici son premier récit autobiographique, où histoires d'enfance et d'adolescence composent le portrait de l'adulte qu'elle est devenue.",/MyLibrary/Images/Comics/24.png
"Barkman, Joshua","Ew, It's Beautiful: A False Knees Comic Collection",,"Comics, BD",,15/07/2025,Andrews McMeel Publishing,144,9781524897642,"From the Eisner-nominated creator of the False Knees
webcomic comes another witty and artful collection on themes
of loneliness, creativity, wonder, and the beauty of the ordinary.",/MyLibrary/Images/Comics/12.png
"Bischoff, Léonie",Anaïs Nin: Sur la mer des mensonges,,"BD, Biographie",,26/08/2020,CASTERMAN,192,9782203161917,"Chaque homme à qui j'ai fait lire mes textes a tenté de changer mon écriture. Ecrire comme un homme ne m'intếresse pas. Je veux écrire comme une femme.
Je dois plonger loin de la rive pour trouver les mots...sous la mer des mensonges.",/MyLibrary/Images/Comics/33.png
Boulet,Sinumonstrus,,"Roman Graphique, BD",,16/09/2024,SUPEREXEMPLAIRE,224,9782492926488,"Un jour un homme décide de télécharger une version pirate du nouveau jeu de Pokémons en réalité augmentée dont tout le monde parle. Mais est-ce une bonne idée d'installer un programme cracké depuis un site étranger dont on ne reconnait pas la langue ? Le jeu s'avère être beaucoup moins mignon que prévu. Loin de l'esthétique kawaii attendue, surgissent des créatures de cauchemar, trop, beaucoup trop réalistes. Et quand elles commencent à soudain interagir physiquement avec le monde réel, l'homme comprend qu'il a désormais un sérieux problème…",/MyLibrary/Images/Comics/50.png
"Bresson, Pascal; Duphot, Hervé",Simone Veil,,"BD, Biographie",,27/06/2018,Marabout,198,9782501116183,"Cet album est un vibrant hommage à Simone Veil, figure féministe populaire et discrète. Le récit s’attache aux temps forts de sa vie, de la loi pour l’IVG défendue à l’assemblée nationale, à son enfance à Nice avant d’être déportée avec sa famille. Simone Jacob est née en 1927 à Nice. À 17 ans elle est déportée à Auschwitz, avec toute sa famille. Ses sœurs et elle reviendront du camp de concentration. Cette période l'a marquée à jamais. En 1946, elle épouse Antoine Veil. Magistrat, elle devient en 1974, ministre de la Santé de Valéry Giscard d'Estaing, chargée de défendre la loi sur l'IVG. En 1993, elle occupe à nouveau la fonction de ministre des Affaires sociales et de la Santé dans le gouvernement d'Édouard Balladur. Simone Veil a également été députée européenne et membre du Conseil constitutionnel. Elle était présidente d'honneur de la Fondation pour la mémoire de la Shoah. Cette femme de conviction s'est très peu confiée. Le grand public ne connaissait que sommairement son parcours de déportée. Elle a attendu d’avoir 80 ans pour écrire ses mémoires (Une Vie, Ed. Stock). Elle raconte que c'est une kapo, sans doute une prostituée Polonaise, qui lui a sauvé la vie en lui disant : «Tu es trop belle pour mourir ici...». Chez nous comme dans tant de familles juives françaises, la mort a frappé tôt et fort",/MyLibrary/Images/Comics/44.png
Capucine; Boulet,Le joli Coco,,BD,,28/02/2020,LAPIN,28,9782377540815,,/MyLibrary/Images/Comics/14.png
"Caroline, Mademoiselle",Chute libre - Carnets du gouffre,,"BD, Autobiographie",,18/09/2013,Delcourt,156,9782756041506,"A trois reprises dans sa vie, Mademoiselle Caroline plonge dans la dépression. Une chute libre racontée dans ses « Carnets du gouffre » 100 % autobiographiques. À la fois drôles et émouvants.
Du protocole médicamenteux à la rechute, elle apporte un témoignage pour déculpabiliser ceux qui sont tombés dedans et donner des clés de compréhension à leur entourage. Certains dessins ont été réalisés sur le vif à l'époque de sa maladie. Troublant...",/MyLibrary/Images/Comics/36.png
"Cazot, Vero; Flogny, Anaïs",Le jour du caillou,,BD,,10/01/2025,Dupuis,155,9791034768585,"- Tu ne régleras rien en jetant un caillou dans la rivière. Tu l'as déjà fait plusieurs fois et, si tu ne m'écoutes pas, tu le referas encore demain et les jours suivants.
- Comment ça, plusieurs fois ?

Chaque semaine, une compagnie d'artistes offre un superbe spectacle d'acrobaties et de musique.
Mais depuis quelques temps, Mona n'est plus capable de garder son équilibre sur le fil.
Les encouragements de son amoureux Basile n'y changent rien: Mona pense à Eko, son ami de toujours qui a disparu de sa vie depuis des mois.

Pour l'oublier, elle décide de confier sa peine à un caillou et de le jeter dans une rivière. Mais sans le savoir, elle va plonger Eko dans une boucle temporelle dont seul lui a conscience.

Va alors commencer un tout nouveau jeu d'équilibriste...",/MyLibrary/Images/Comics/5.png
"Chabbert, Ingrid; Maurel, Carole",En attendant bojangles,,BD,,09/11/2017,STEINKIS,138,9782368461099,"Sous le regard émerveillé de leur fils, ils dansent sur « Mr. Bojangles » de Nina Simone.
Leur amour est magique, vertigineux, une fête perpétuelle.
Chez eux, il n'y a de place que pour le plaisir, la fantaisie et les amis.
Celle qui donne le ton, qui mène le bal, c'est la mère, feu follet imprévisible et extravagant.
Cest elle qui a adopté Mademoiselle Superfétatoire, un grand oiseau exotique qui déambule dans l'appartement.
Cest elle qui n'a de cesse de les entraîner dans un tourbillon de poésie et de chimères.
Un jour, pourtant, elle va trop loin.
Et père et fils feront tout pour éviter linéluctable, pour que la fēte continue, coüte que coûte.
l'amour fou n'a jamais si bien porté son nom.",/MyLibrary/Images/Comics/37.png
"Cruchaudet, Chloé",Mauvais genre,Mauvais genre,BD,,01/02/2018,France Loisirs,,9782298140170,"Paul et Louise s'aiment, Paul et Louise se marient, mais la Première Guerre mondiale éclate et les sépare. Paul, qui veut à tout prix échapper à l'enfer des tranchées, devient déserteur et retrouve Louise à Paris. Il est sain et sauf, mais condamné à rester caché. Pour mettre fin à sa clandestinité, Paul imagine alors une solution : changer d'identité, se travestir. Désormais il sera... Suzanne. [D'après l'essai La Garçonne et l'Assassin, éditions Payot] source: éditeur",/MyLibrary/Images/Comics/35.png
"Darley, Pauline; Time, da Coffee",Histories - Mystères et Obsessions,,"BD, Historique",,23/10/2024,Editions Caurette,176,9782382891346,"Comment Louis XIV a-t-il pu survivre à autant de problèmes de santé?
Mais qui était l'inconnue de la Seine?
Quelles étaient les obsessions de Sissi?
Comment expliquer le mystère
de la disparition d'Agatha Christie?
Les Histories de Pauline Darley, ce sont des explorations de la face cachée de l'histoire, des épisodes souvent méconnus
et toujours surprenants.
Magnifiquement illustrés par Da Coffee Time, venez découvrir les destins et les aventures de quatre personnages qui ont marqué leur époque... et la nôtre!",/MyLibrary/Images/Comics/23.png
"Daudin, Guillaume; Jourdain, Stéphane; Lee, Caroline; Froidevaux-Metterie, Camille",Les Contraceptés - Enquête sur le dernier tabou,,"BD, Essai",,14/10/2021,Steinkis,143,9782368464304,"Et si on parlait de contraception masculine? Depuis quelques dizaines d'années, les médias font régulièrement état de la contraception masculine en France, nous promettant, par exemple, l'arrivée imminente de la pillule pour homme. Pourtant, en 2021, la charge mentale de la contraception pèse toujours quasi exclusivement sur les femmes. Pourquoi ? Pour répondre à cette question, Guillaume Daudin et Stéphane Jourdain, tous deux journalistes, ont sillonné la France à la rencontre de spécialistes et d'hommes qui ont fait le choix de se contracepter. Vasectomie, pilule, anneaux en silicone, slip chauffant, les méthodes - parfois très artisanales et surprenantes mais efficaces - ne manquent pas. Elles demeurent pourtant très peu usitées. Une enquête de plusieurs mois qui les amène à s'interroger sur leur propre parcours de déconstructions des rapports sociaux patriarcaux.",/MyLibrary/Images/Comics/46.png
Fabcaro,Formica - Une tragédie en trois actes,,BD,,19/09/2019,Six pieds sous terre,64,9782352121510,"C'est dimanche, c'est le jour du repas en famille, tout le monde est ravi de se retrouver ensemble autour de la table. Alors que tout est prévu pour faire de ce rendez-vous un moment d'amour et de partage surgit tout à coup la question à laquelle personne n'avait pensé : De quoi on pourrait parler ? Formica est construit comme une pièce de théâtre, avec une unité de lieu et de temps, et découpé en trois actes. Tragique. Mais pas que...",/MyLibrary/Images/Comics/41.png
Fabcaro,"Moins qu'hier, plus que demain",,BD,,04/07/2018,Glénat BD,,9782344025796,"Acceptez-vous d’être débordés par les tâches du quotidien ? D’aller déjeuner chez vos beaux-parents chaque premier dimanche du mois ? De mettre une liste sur le frigo pour savoir qui fait quoi dans la maison ? Et d’avoir des idées divergentes sur l’éducation de vos enfants ? Alors félicitations, vous voici unis par les liens d’un mariage précaire et conflictuel !

Auteur du désormais culte Zaï Zaï Zaï Zaï, Fabcaro nous offre dans ce nouvel ouvrage un portrait acide et décomplexé des relations de couple. Situations cocasses, moments absurdes, incompréhensions, quiproquos, confidences sur l’oreiller... une série de strips qui nous fait autant méditer sur la société que sur nous-même mais qui, surtout, n’oublie jamais de nous faire rire.",/MyLibrary/Images/Comics/40.png
Fabcaro,Zaï zaï zaï zaï,,BD,,21/05/2015,Six pieds sous terre,80,9782352121169,"Au passage à la caisse d'un supermarché, un auteur de bande dessinée réalise qu’il n’a pas sa carte de fidélité. Le vigile intervient à la demande de la caissière mais l’auteur le menace avec un poireau puis parvient à s’enfuir.",/MyLibrary/Images/Comics/39.png
"Flogny, Anaïs",Rivages lointains,,BD,,19/01/2024,Dargaud,225,9782205204575,"Chicago, 1938. Jules Tivoli, jeune immigré italien de 17 ans, voit sa vie bouleversée lorsqu'il croise la route d'Adam Czar.
Plus âgé, charismatique et membre influent de la mafia locale, ce dernier ne laisse pas Jules indifférent. Adam, séduit par le culot du jeune homme, décide de le prendre sous son aile et de le former aux jeux de pouvoir clandestins.
D'abord effacé, Jules gravit les échelons, jusqu'à devenir un membre important de la Cosa Nostra. Peu à peu, il se rend compte que le mafieux voit d'un très mauvais oeil son jeune amant prendre l'ascendant sur lui...",/MyLibrary/Images/Comics/4.png
"Font, Elodie; Maurel, Carole",Coming in,,"BD, Autobiographie",,29/09/2021,Payot,144,9782228929097,"UN ROMAN GRAPHIQUE SUBTIL POUR ARPENTER LE LONG CHEMIN QUI MÈNE À SOI

Visiblement, la Terre entière le savait avant elle : Élo est homo. Dans Coming in, Élodie Font raconte les longues années - de l'adolescence à la trentaine - qui lui ont été nécessaires avant de réussir à oser, enfin, être elle-même.

Un récit drôle et sensible, mêlant pensées d'hier et réflexions d'aujourd'hui, mis en lumière par le trait puissant et poétique de Carole Maurel.",/MyLibrary/Images/Comics/34.png
"Gaiman, Neil; Doran, Colleen","Snow, Glass, Apples",,"BD, Roman Graphique",,20/08/2019,Dark Horse Comics,72,9781506709802,"Winner of the 2020 Bram Stoker Award® for Superior Achievement in a Graphic Novel! A chilling fantasy retelling of the Snow White fairy tale by New York Times bestselling creators Neil Gaiman and Colleen Doran! A not-so-evil queen is terrified of her monstrous stepdaughter and determined to repel this creature and save her kingdom from a world where happy endings aren't so happily ever after. From the Hugo, Bram Stoker, Locus, World Fantasy, Nebula award-winning, and New York Times bestselling writer Neil Gaiman (American Gods) comes this graphic novel adaptation by Colleen Doran (Troll Bridge)!",/MyLibrary/Images/Comics/31.png
